PROJECT	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA
PRD000214;PRIDE_Exp_Complete_Ac_11967.xml	295	294	1	14	NA
PRD000214;PRIDE_Exp_Complete_Ac_11968.xml	43	43	NA	5	NA
PRD000214;PRIDE_Exp_Complete_Ac_11969.xml	196	196	NA	14	NA
PRD000214;PRIDE_Exp_Complete_Ac_11970.xml	12	12	NA	5	NA
PRD000214;PRIDE_Exp_Complete_Ac_11971.xml	179	178	1	62	1
PRD000214;PRIDE_Exp_Complete_Ac_11973.xml	30	30	NA	3	NA
PRD000214;PRIDE_Exp_Complete_Ac_11974.xml	3505	3495	10	42	NA
PRD000214;PRIDE_Exp_Complete_Ac_11975.xml	324	323	1	160	NA
PRD000214;PRIDE_Exp_Complete_Ac_11976.xml	171	166	5	101	3
PRD000214;PRIDE_Exp_Complete_Ac_11977.xml	92	92	NA	14	NA
PRD000214;PRIDE_Exp_Complete_Ac_11978.xml	84	84	NA	69	NA
PRD000214;PRIDE_Exp_Complete_Ac_11979.xml	339	324	15	208	15
PRD000214;PRIDE_Exp_Complete_Ac_11980.xml	657	656	1	79	NA
PRD000214;PRIDE_Exp_Complete_Ac_11981.xml	602	593	9	20	NA
PRD000214;PRIDE_Exp_Complete_Ac_11982.xml	294	293	1	78	NA
PRD000214;PRIDE_Exp_Complete_Ac_11983.xml	700	700	NA	19	NA
PRD000214;PRIDE_Exp_Complete_Ac_11984.xml	266	265	1	81	1
PRD000214;PRIDE_Exp_Complete_Ac_11985.xml	86	86	NA	35	NA
PRD000214;PRIDE_Exp_Complete_Ac_11986.xml	1199	1193	6	29	1
PRD000214;PRIDE_Exp_Complete_Ac_11987.xml	283	283	NA	41	NA
PRD000214;PRIDE_Exp_Complete_Ac_11988.xml	15	15	NA	NA	NA
PRD000214;PRIDE_Exp_Complete_Ac_11989.xml	779	774	5	208	4
PRD000214;PRIDE_Exp_Complete_Ac_11990.xml	2303	2294	9	176	3
PRD000214;PRIDE_Exp_Complete_Ac_11991.xml	3	3	NA	3	NA
PRD000214;PRIDE_Exp_Complete_Ac_11992.xml	27	27	NA	4	NA
PRD000214;PRIDE_Exp_Complete_Ac_11993.xml	393	393	NA	78	NA
PRD000214;PRIDE_Exp_Complete_Ac_11994.xml	14	14	NA	3	NA
PRD000214;PRIDE_Exp_Complete_Ac_11995.xml	625	625	NA	9	NA
PRD000214;PRIDE_Exp_Complete_Ac_11996.xml	5	5	NA	2	NA
PRD000214;PRIDE_Exp_Complete_Ac_11997.xml	27	27	NA	21	NA
PRD000214;PRIDE_Exp_Complete_Ac_11998.xml	3464	3449	15	34	NA
PRD000214;PRIDE_Exp_Complete_Ac_12202.xml	264	261	3	72	1
PRD000214;PRIDE_Exp_Complete_Ac_12204.xml	11	11	NA	5	NA
PRD000214;PRIDE_Exp_Complete_Ac_12205.xml	8	8	NA	5	NA
PRD000214;PRIDE_Exp_Complete_Ac_12207.xml	423	414	9	42	NA
PRD000214;PRIDE_Exp_Complete_Ac_12209.xml	253	251	2	41	1
PRD000214;PRIDE_Exp_Complete_Ac_12211.xml	8	8	NA	3	NA
PRD000214;PRIDE_Exp_Complete_Ac_12212.xml	8	8	NA	2	NA
PRD000214;PRIDE_Exp_Complete_Ac_12213.xml	28	28	NA	13	NA
PRD000214;PRIDE_Exp_Complete_Ac_12214.xml	7	7	NA	3	NA
PRD000214;PRIDE_Exp_Complete_Ac_12215.xml	11	11	NA	1	NA
PRD000214;PRIDE_Exp_Complete_Ac_12216.xml	55	55	NA	17	NA
PRD000214;PRIDE_Exp_Complete_Ac_12217.xml	14	14	NA	4	NA
PRD000214;PRIDE_Exp_Complete_Ac_12218.xml	225	224	1	48	1
PRD000214;PRIDE_Exp_Complete_Ac_12219.xml	52	52	NA	22	NA
PRD000214;PRIDE_Exp_Complete_Ac_12220.xml	12	12	NA	4	NA
PRD000214;PRIDE_Exp_Complete_Ac_12221.xml	44	44	NA	36	NA
PRD000214;PRIDE_Exp_Complete_Ac_12222.xml	3	3	NA	2	NA
PRD000214;PRIDE_Exp_Complete_Ac_12223.xml	513	507	6	20	NA
PRD000214;PRIDE_Exp_Complete_Ac_12224.xml	1836	1826	10	66	9
PRD000214;PRIDE_Exp_Complete_Ac_16840.xml	43	42	1	14	1
PRD000214;PRIDE_Exp_Complete_Ac_16841.xml	19	19	NA	2	NA
PRD000216;PRIDE_Exp_Complete_Ac_12005.xml	245	243	2	104	NA
PRD000216;PRIDE_Exp_Complete_Ac_12006.xml	1029	1023	6	286	1
PRD000216;PRIDE_Exp_Complete_Ac_12007.xml	1607	1600	7	318	NA
PRD000216;PRIDE_Exp_Complete_Ac_12008.xml	2162	2144	18	348	2
PRD000216;PRIDE_Exp_Complete_Ac_12009.xml	1869	1857	12	366	4
PRD000216;PRIDE_Exp_Complete_Ac_12010.xml	1146	1136	10	288	3
PRD000218;PRIDE_Exp_Complete_Ac_12016.xml	296	285	11	NA	NA
PRD000220;PRIDE_Exp_Complete_Ac_12018.xml	2	NA	2	NA	NA
PRD000221;PRIDE_Exp_Complete_Ac_12019.xml	33683	33612	71	1408	6
PRD000221;PRIDE_Exp_Complete_Ac_12020.xml	31756	31645	111	1816	6
PRD000221;PRIDE_Exp_Complete_Ac_12021.xml	27120	27061	59	1172	3
PRD000221;PRIDE_Exp_Complete_Ac_12022.xml	4916	4895	21	6	15
PRD000221;PRIDE_Exp_Complete_Ac_12023.xml	655	649	6	NA	1
PRD000221;PRIDE_Exp_Complete_Ac_12024.xml	463	459	4	NA	3
PRD000221;PRIDE_Exp_Complete_Ac_12025.xml	30717	30651	66	1675	6
PRD000221;PRIDE_Exp_Complete_Ac_12026.xml	7181	7172	9	57	NA
PRD000221;PRIDE_Exp_Complete_Ac_12027.xml	14136	14124	12	90	NA
PRD000221;PRIDE_Exp_Complete_Ac_12028.xml	7137	7135	2	43	NA
PRD000221;PRIDE_Exp_Complete_Ac_12029.xml	28798	28711	87	1347	3
PRD000221;PRIDE_Exp_Complete_Ac_12030.xml	35419	35301	118	1553	5
PRD000221;PRIDE_Exp_Complete_Ac_12031.xml	7771	7767	4	50	NA
PRD000221;PRIDE_Exp_Complete_Ac_12032.xml	8496	8488	8	9	2
PRD000224;PRIDE_Exp_Complete_Ac_12077.xml	12	10	2	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12092.xml	42	40	2	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12093.xml	62	61	1	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12094.xml	49	47	2	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12095.xml	89	88	1	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12096.xml	115	111	4	2	NA
PRD000226;PRIDE_Exp_Complete_Ac_12097.xml	112	109	3	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12098.xml	133	127	6	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12099.xml	89	88	1	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12100.xml	160	158	2	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12101.xml	138	134	4	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12102.xml	91	91	NA	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12103.xml	131	130	1	1	NA
PRD000226;PRIDE_Exp_Complete_Ac_12104.xml	201	194	7	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12105.xml	151	147	4	1	NA
PRD000226;PRIDE_Exp_Complete_Ac_12106.xml	150	146	4	4	NA
PRD000226;PRIDE_Exp_Complete_Ac_12107.xml	159	158	1	2	NA
PRD000226;PRIDE_Exp_Complete_Ac_12108.xml	127	126	1	1	NA
PRD000226;PRIDE_Exp_Complete_Ac_12109.xml	96	93	3	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12110.xml	200	193	7	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12111.xml	118	116	2	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12112.xml	145	136	9	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12113.xml	134	131	3	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12114.xml	54	53	1	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12115.xml	85	84	1	NA	NA
PRD000226;PRIDE_Exp_Complete_Ac_12116.xml	54	54	NA	1	NA
PRD000226;PRIDE_Exp_Complete_Ac_13517.xml	570	552	18	6	NA
PRD000226;PRIDE_Exp_Complete_Ac_13518.xml	432	430	2	3	1
PRD000226;PRIDE_Exp_Complete_Ac_13519.xml	152	7	145	NA	3
PRD000227;PRIDE_Exp_Complete_Ac_12117.xml	8	4	4	1	1
PRD000227;PRIDE_Exp_Complete_Ac_12118.xml	16	8	8	2	NA
PRD000227;PRIDE_Exp_Complete_Ac_12119.xml	3	3	NA	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12120.xml	18	7	11	2	NA
PRD000227;PRIDE_Exp_Complete_Ac_12121.xml	2	2	NA	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12122.xml	15	8	7	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12123.xml	6	4	2	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12124.xml	9	5	4	2	NA
PRD000227;PRIDE_Exp_Complete_Ac_12125.xml	17	12	5	3	NA
PRD000227;PRIDE_Exp_Complete_Ac_12126.xml	9	8	1	3	NA
PRD000227;PRIDE_Exp_Complete_Ac_12127.xml	4	3	1	2	NA
PRD000227;PRIDE_Exp_Complete_Ac_12128.xml	2	1	1	NA	NA
PRD000227;PRIDE_Exp_Complete_Ac_12129.xml	6	4	2	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12130.xml	27	12	15	12	7
PRD000227;PRIDE_Exp_Complete_Ac_12131.xml	1	1	NA	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12132.xml	6	4	2	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12133.xml	2	1	1	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12134.xml	9	6	3	5	3
PRD000227;PRIDE_Exp_Complete_Ac_12135.xml	3	3	NA	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12136.xml	17	8	9	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12137.xml	11	7	4	2	NA
PRD000227;PRIDE_Exp_Complete_Ac_12138.xml	19	10	9	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12139.xml	18	7	11	2	NA
PRD000227;PRIDE_Exp_Complete_Ac_12140.xml	17	8	9	4	NA
PRD000227;PRIDE_Exp_Complete_Ac_12141.xml	6	4	2	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12142.xml	11	3	8	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12143.xml	13	11	2	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12144.xml	6	5	1	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12145.xml	23	13	10	1	NA
PRD000227;PRIDE_Exp_Complete_Ac_12146.xml	10	4	6	2	1
PRD000227;PRIDE_Exp_Complete_Ac_12147.xml	7	4	3	4	1
PRD000227;PRIDE_Exp_Complete_Ac_12148.xml	17	12	5	6	1
PRD000227;PRIDE_Exp_Complete_Ac_12149.xml	11	9	2	7	NA
PRD000227;PRIDE_Exp_Complete_Ac_12150.xml	12	8	4	8	NA
PRD000228;PRIDE_Exp_Complete_Ac_12151.xml	1555	1555	NA	152	NA
PRD000228;PRIDE_Exp_Complete_Ac_12152.xml	7802	7795	7	112	NA
PRD000228;PRIDE_Exp_Complete_Ac_12153.xml	13	13	NA	NA	NA
PRD000229;PRIDE_Exp_Complete_Ac_12154.xml	2651	2651	NA	232	NA
PRD000229;PRIDE_Exp_Complete_Ac_12155.xml	8391	8386	5	172	NA
PRD000229;PRIDE_Exp_Complete_Ac_12156.xml	72	72	NA	NA	NA
PRD000229;PRIDE_Exp_Complete_Ac_12157.xml	98	98	NA	NA	NA
PRD000231;PRIDE_Exp_Complete_Ac_12173.xml	53	53	NA	14	NA
PRD000231;PRIDE_Exp_Complete_Ac_12174.xml	1582	1573	9	133	2
PRD000231;PRIDE_Exp_Complete_Ac_12175.xml	1490	1478	12	146	3
PRD000231;PRIDE_Exp_Complete_Ac_12176.xml	423	418	5	60	3
PRD000231;PRIDE_Exp_Complete_Ac_12177.xml	1637	1597	40	146	3
PRD000231;PRIDE_Exp_Complete_Ac_12178.xml	1464	908	556	130	114
PRD000231;PRIDE_Exp_Complete_Ac_12179.xml	1255	1224	31	106	6
PRD000232;PRIDE_Exp_Complete_Ac_12189.xml	48161	47997	164	908	5
PRD000232;PRIDE_Exp_Complete_Ac_12190.xml	43123	42989	134	778	1
PRD000232;PRIDE_Exp_Complete_Ac_12191.xml	46024	45880	144	704	1
PRD000232;PRIDE_Exp_Complete_Ac_12192.xml	44911	44783	128	834	1
PRD000232;PRIDE_Exp_Complete_Ac_12193.xml	42819	42682	137	687	NA
PRD000232;PRIDE_Exp_Complete_Ac_12194.xml	47528	47372	156	762	3
PRD000232;PRIDE_Exp_Complete_Ac_12195.xml	44120	43940	180	1521	12
PRD000232;PRIDE_Exp_Complete_Ac_12196.xml	46057	45841	216	1358	6
PRD000232;PRIDE_Exp_Complete_Ac_12197.xml	47333	47176	157	1199	4
PRD000232;PRIDE_Exp_Complete_Ac_12198.xml	43868	43727	141	1194	1
PRD000232;PRIDE_Exp_Complete_Ac_12199.xml	45226	45066	160	1303	NA
PRD000233;PRIDE_Exp_Complete_Ac_12225.xml	9	9	NA	NA	NA
PRD000233;PRIDE_Exp_Complete_Ac_12226.xml	18	17	1	NA	NA
PRD000233;PRIDE_Exp_Complete_Ac_13520.xml	14	14	NA	NA	NA
PRD000234;PRIDE_Exp_Complete_Ac_12227.xml	196	196	NA	5	NA
PRD000234;PRIDE_Exp_Complete_Ac_12228.xml	796	782	14	32	12
PRD000234;PRIDE_Exp_Complete_Ac_12229.xml	1932	1834	98	231	59
PRD000234;PRIDE_Exp_Complete_Ac_12230.xml	1636	1602	34	142	27
PRD000234;PRIDE_Exp_Complete_Ac_12231.xml	821	800	21	100	18
PRD000234;PRIDE_Exp_Complete_Ac_12232.xml	2355	2285	70	221	55
PRD000234;PRIDE_Exp_Complete_Ac_12233.xml	2674	2599	75	246	48
PRD000234;PRIDE_Exp_Complete_Ac_12234.xml	1461	1388	73	187	54
PRD000234;PRIDE_Exp_Complete_Ac_12235.xml	6	6	NA	NA	NA
PRD000234;PRIDE_Exp_Complete_Ac_12236.xml	1	1	NA	NA	NA
PRD000241;PRIDE_Exp_Complete_Ac_12293.xml	1672	1657	15	NA	7
PRD000242;PRIDE_Exp_Complete_Ac_12335.xml	127	113	14	33	5
PRD000242;PRIDE_Exp_Complete_Ac_12336.xml	62	59	3	30	1
PRD000242;PRIDE_Exp_Complete_Ac_12337.xml	87	87	NA	52	NA
PRD000242;PRIDE_Exp_Complete_Ac_12338.xml	38	36	2	19	1
PRD000242;PRIDE_Exp_Complete_Ac_12339.xml	41	37	4	28	2
PRD000242;PRIDE_Exp_Complete_Ac_12340.xml	731	633	98	345	50
PRD000242;PRIDE_Exp_Complete_Ac_12341.xml	144	124	20	98	20
PRD000242;PRIDE_Exp_Complete_Ac_12342.xml	61	56	5	44	3
PRD000242;PRIDE_Exp_Complete_Ac_12343.xml	92	80	12	38	4
PRD000242;PRIDE_Exp_Complete_Ac_12344.xml	61	55	6	33	4
PRD000242;PRIDE_Exp_Complete_Ac_12345.xml	42	38	4	28	4
PRD000242;PRIDE_Exp_Complete_Ac_12346.xml	142	108	34	41	9
PRD000246;PRIDE_Exp_Complete_Ac_12583.xml	313	266	47	NA	17
PRD000246;PRIDE_Exp_Complete_Ac_12584.xml	345	301	44	NA	9
PRD000246;PRIDE_Exp_Complete_Ac_12585.xml	285	241	44	2	12
PRD000246;PRIDE_Exp_Complete_Ac_12586.xml	444	339	105	NA	44
PRD000246;PRIDE_Exp_Complete_Ac_12587.xml	243	197	46	NA	11
PRD000246;PRIDE_Exp_Complete_Ac_12588.xml	221	166	55	NA	30
PRD000246;PRIDE_Exp_Complete_Ac_12589.xml	258	217	41	NA	9
PRD000246;PRIDE_Exp_Complete_Ac_12590.xml	291	235	56	NA	14
PRD000246;PRIDE_Exp_Complete_Ac_12591.xml	341	287	54	NA	26
PRD000246;PRIDE_Exp_Complete_Ac_12592.xml	277	235	42	NA	14
PRD000246;PRIDE_Exp_Complete_Ac_12593.xml	249	194	55	1	36
PRD000246;PRIDE_Exp_Complete_Ac_12594.xml	309	228	81	10	52
PRD000246;PRIDE_Exp_Complete_Ac_12595.xml	281	227	54	1	20
PRD000246;PRIDE_Exp_Complete_Ac_12596.xml	285	238	47	NA	21
PRD000246;PRIDE_Exp_Complete_Ac_12597.xml	331	278	53	NA	17
PRD000246;PRIDE_Exp_Complete_Ac_12598.xml	480	387	93	NA	2
PRD000246;PRIDE_Exp_Complete_Ac_12599.xml	408	317	91	NA	40
PRD000246;PRIDE_Exp_Complete_Ac_12600.xml	367	304	63	NA	9
PRD000246;PRIDE_Exp_Complete_Ac_12601.xml	351	303	48	NA	8
PRD000246;PRIDE_Exp_Complete_Ac_12602.xml	285	235	50	NA	24
PRD000246;PRIDE_Exp_Complete_Ac_12603.xml	99	NA	99	NA	10
PRD000246;PRIDE_Exp_Complete_Ac_12604.xml	97	1	96	NA	5
PRD000246;PRIDE_Exp_Complete_Ac_12605.xml	58	NA	58	NA	6
PRD000246;PRIDE_Exp_Complete_Ac_12606.xml	76	NA	76	NA	19
PRD000246;PRIDE_Exp_Complete_Ac_12607.xml	63	3	60	NA	7
PRD000246;PRIDE_Exp_Complete_Ac_12608.xml	72	NA	72	NA	15
PRD000246;PRIDE_Exp_Complete_Ac_12609.xml	46	NA	46	NA	5
PRD000246;PRIDE_Exp_Complete_Ac_12610.xml	78	NA	78	NA	8
PRD000246;PRIDE_Exp_Complete_Ac_12611.xml	91	NA	91	NA	18
PRD000246;PRIDE_Exp_Complete_Ac_12612.xml	63	1	62	NA	5
PRD000246;PRIDE_Exp_Complete_Ac_12613.xml	101	NA	101	NA	23
PRD000246;PRIDE_Exp_Complete_Ac_12614.xml	93	NA	93	NA	44
PRD000246;PRIDE_Exp_Complete_Ac_12615.xml	86	NA	86	NA	9
PRD000246;PRIDE_Exp_Complete_Ac_12616.xml	97	NA	97	NA	11
PRD000246;PRIDE_Exp_Complete_Ac_12617.xml	135	2	133	NA	9
PRD000246;PRIDE_Exp_Complete_Ac_12618.xml	148	3	145	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12619.xml	146	2	144	NA	24
PRD000246;PRIDE_Exp_Complete_Ac_12620.xml	124	NA	124	NA	4
PRD000246;PRIDE_Exp_Complete_Ac_12621.xml	78	2	76	NA	2
PRD000246;PRIDE_Exp_Complete_Ac_12622.xml	85	NA	85	NA	13
PRD000246;PRIDE_Exp_Complete_Ac_12623.xml	359	276	83	NA	3
PRD000246;PRIDE_Exp_Complete_Ac_12624.xml	375	274	101	NA	16
PRD000246;PRIDE_Exp_Complete_Ac_12625.xml	287	208	79	NA	15
PRD000246;PRIDE_Exp_Complete_Ac_12626.xml	603	450	153	NA	18
PRD000246;PRIDE_Exp_Complete_Ac_12627.xml	335	247	88	NA	16
PRD000246;PRIDE_Exp_Complete_Ac_12628.xml	272	187	85	NA	40
PRD000246;PRIDE_Exp_Complete_Ac_12629.xml	268	182	86	NA	6
PRD000246;PRIDE_Exp_Complete_Ac_12630.xml	584	288	296	NA	175
PRD000246;PRIDE_Exp_Complete_Ac_12631.xml	369	264	105	NA	6
PRD000246;PRIDE_Exp_Complete_Ac_12632.xml	203	157	46	NA	6
PRD000246;PRIDE_Exp_Complete_Ac_12633.xml	235	173	62	NA	4
PRD000246;PRIDE_Exp_Complete_Ac_12634.xml	233	186	47	NA	1
PRD000246;PRIDE_Exp_Complete_Ac_12635.xml	259	175	84	NA	12
PRD000246;PRIDE_Exp_Complete_Ac_12636.xml	363	262	101	NA	32
PRD000246;PRIDE_Exp_Complete_Ac_12637.xml	344	245	99	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12638.xml	523	403	120	NA	4
PRD000246;PRIDE_Exp_Complete_Ac_12639.xml	660	440	220	NA	18
PRD000246;PRIDE_Exp_Complete_Ac_12640.xml	222	165	57	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12641.xml	272	196	76	NA	4
PRD000246;PRIDE_Exp_Complete_Ac_12642.xml	60	NA	60	NA	2
PRD000246;PRIDE_Exp_Complete_Ac_12643.xml	94	NA	94	NA	14
PRD000246;PRIDE_Exp_Complete_Ac_12644.xml	68	NA	68	NA	9
PRD000246;PRIDE_Exp_Complete_Ac_12645.xml	62	NA	62	NA	12
PRD000246;PRIDE_Exp_Complete_Ac_12646.xml	97	NA	97	NA	8
PRD000246;PRIDE_Exp_Complete_Ac_12647.xml	64	NA	64	NA	20
PRD000246;PRIDE_Exp_Complete_Ac_12648.xml	65	2	63	NA	4
PRD000246;PRIDE_Exp_Complete_Ac_12649.xml	148	NA	148	NA	98
PRD000246;PRIDE_Exp_Complete_Ac_12650.xml	55	NA	55	NA	4
PRD000246;PRIDE_Exp_Complete_Ac_12651.xml	51	NA	51	NA	4
PRD000246;PRIDE_Exp_Complete_Ac_12652.xml	80	NA	80	NA	3
PRD000246;PRIDE_Exp_Complete_Ac_12653.xml	17	NA	17	NA	1
PRD000246;PRIDE_Exp_Complete_Ac_12654.xml	83	NA	83	NA	8
PRD000246;PRIDE_Exp_Complete_Ac_12655.xml	123	NA	123	NA	20
PRD000246;PRIDE_Exp_Complete_Ac_12656.xml	138	3	135	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12657.xml	200	6	194	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12658.xml	254	1	253	NA	6
PRD000246;PRIDE_Exp_Complete_Ac_12659.xml	4	NA	4	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12660.xml	65	NA	65	NA	2
PRD000246;PRIDE_Exp_Complete_Ac_12661.xml	55	54	1	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12662.xml	394	330	64	NA	15
PRD000246;PRIDE_Exp_Complete_Ac_12663.xml	406	314	92	3	31
PRD000246;PRIDE_Exp_Complete_Ac_12664.xml	594	512	82	NA	15
PRD000246;PRIDE_Exp_Complete_Ac_12665.xml	228	183	45	NA	3
PRD000246;PRIDE_Exp_Complete_Ac_12666.xml	75	63	12	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12667.xml	350	268	82	NA	24
PRD000246;PRIDE_Exp_Complete_Ac_12668.xml	386	322	64	NA	5
PRD000246;PRIDE_Exp_Complete_Ac_12669.xml	470	394	76	NA	9
PRD000246;PRIDE_Exp_Complete_Ac_12670.xml	360	313	47	1	11
PRD000246;PRIDE_Exp_Complete_Ac_12671.xml	330	243	87	4	29
PRD000246;PRIDE_Exp_Complete_Ac_12672.xml	319	248	71	9	30
PRD000246;PRIDE_Exp_Complete_Ac_12673.xml	353	283	70	3	19
PRD000246;PRIDE_Exp_Complete_Ac_12674.xml	361	280	81	NA	28
PRD000246;PRIDE_Exp_Complete_Ac_12675.xml	532	415	117	NA	20
PRD000246;PRIDE_Exp_Complete_Ac_12676.xml	471	356	115	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12677.xml	538	421	117	NA	13
PRD000246;PRIDE_Exp_Complete_Ac_12678.xml	444	334	110	NA	6
PRD000246;PRIDE_Exp_Complete_Ac_12679.xml	508	415	93	NA	5
PRD000246;PRIDE_Exp_Complete_Ac_12680.xml	181	148	33	NA	2
PRD000246;PRIDE_Exp_Complete_Ac_12681.xml	4	NA	4	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12682.xml	103	NA	103	NA	10
PRD000246;PRIDE_Exp_Complete_Ac_12683.xml	92	NA	92	NA	21
PRD000246;PRIDE_Exp_Complete_Ac_12684.xml	71	NA	71	NA	9
PRD000246;PRIDE_Exp_Complete_Ac_12685.xml	63	NA	63	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12686.xml	8	NA	8	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12687.xml	89	1	88	NA	21
PRD000246;PRIDE_Exp_Complete_Ac_12688.xml	80	NA	80	NA	3
PRD000246;PRIDE_Exp_Complete_Ac_12689.xml	89	NA	89	NA	5
PRD000246;PRIDE_Exp_Complete_Ac_12690.xml	69	NA	69	NA	6
PRD000246;PRIDE_Exp_Complete_Ac_12691.xml	141	NA	141	NA	22
PRD000246;PRIDE_Exp_Complete_Ac_12692.xml	86	NA	86	NA	27
PRD000246;PRIDE_Exp_Complete_Ac_12693.xml	115	NA	115	NA	12
PRD000246;PRIDE_Exp_Complete_Ac_12694.xml	120	NA	120	NA	17
PRD000246;PRIDE_Exp_Complete_Ac_12695.xml	246	2	244	NA	11
PRD000246;PRIDE_Exp_Complete_Ac_12696.xml	139	3	136	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12697.xml	184	NA	184	NA	8
PRD000246;PRIDE_Exp_Complete_Ac_12698.xml	106	NA	106	NA	2
PRD000246;PRIDE_Exp_Complete_Ac_12699.xml	105	1	104	NA	1
PRD000246;PRIDE_Exp_Complete_Ac_12700.xml	65	NA	65	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12701.xml	186	146	40	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12702.xml	287	192	95	NA	15
PRD000246;PRIDE_Exp_Complete_Ac_12703.xml	183	116	67	NA	9
PRD000246;PRIDE_Exp_Complete_Ac_12704.xml	308	177	131	NA	17
PRD000246;PRIDE_Exp_Complete_Ac_12705.xml	204	139	65	NA	3
PRD000246;PRIDE_Exp_Complete_Ac_12706.xml	177	120	57	NA	7
PRD000246;PRIDE_Exp_Complete_Ac_12707.xml	277	185	92	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12708.xml	361	264	97	NA	1
PRD000246;PRIDE_Exp_Complete_Ac_12709.xml	328	194	134	NA	9
PRD000246;PRIDE_Exp_Complete_Ac_12710.xml	189	135	54	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12711.xml	174	111	63	NA	1
PRD000246;PRIDE_Exp_Complete_Ac_12712.xml	155	125	30	1	1
PRD000246;PRIDE_Exp_Complete_Ac_12713.xml	169	105	64	NA	2
PRD000246;PRIDE_Exp_Complete_Ac_12714.xml	207	145	62	NA	9
PRD000246;PRIDE_Exp_Complete_Ac_12715.xml	320	203	117	1	14
PRD000246;PRIDE_Exp_Complete_Ac_12716.xml	482	414	68	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12717.xml	317	221	96	NA	7
PRD000246;PRIDE_Exp_Complete_Ac_12718.xml	326	239	87	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12719.xml	297	226	71	NA	2
PRD000246;PRIDE_Exp_Complete_Ac_12720.xml	235	175	60	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12721.xml	22	NA	22	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12722.xml	77	NA	77	NA	15
PRD000246;PRIDE_Exp_Complete_Ac_12723.xml	33	NA	33	NA	4
PRD000246;PRIDE_Exp_Complete_Ac_12724.xml	40	NA	40	NA	7
PRD000246;PRIDE_Exp_Complete_Ac_12725.xml	35	1	34	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12726.xml	35	NA	35	NA	3
PRD000246;PRIDE_Exp_Complete_Ac_12727.xml	47	2	45	NA	NA
PRD000246;PRIDE_Exp_Complete_Ac_12728.xml	45	NA	45	NA	1
